FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,AGE_ENTERPRISE,Età della impresa,TYPE_OF_CONTRACT,Tipologia contrattuale,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2014,9923.16,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2015,9505.25,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2016,8209.37,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2017,7477.43,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2012,13166.62,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2013,12802.59,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2014,12713.45,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2015,12260.52,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2016,10721.06,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2017,10459.65,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2012,9994.39,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2013,10934.21,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2014,9848.6,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2015,9730.91,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2016,11286.2,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2017,11567.68,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2012,12262.45,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2013,13186.99,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2014,12163.48,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2015,11701.08,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2016,13452.4,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2017,14389.52,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2012,61395.51,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2013,63851.09,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2014,61979.42,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2015,62779.52,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2016,64737.31,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2017,65807.13,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2012,73921.73,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2013,76698.29,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2014,74473.73,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2015,76050.25,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2016,78744.94,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2017,82149.14,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2012,91510.19,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2013,92663.64,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2014,88803.58,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2015,89749.84,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2016,93093.92,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2017,93735.86,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2012,112840.05,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2013,113673.53,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2014,109422.86,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2015,110552.56,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2016,114612.46,,
A,Annuale,ITD2,Provincia Autonoma Trento,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2017,119662.65,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2012,57965.59,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2013,51226.11,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2014,54522.1,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2015,64337.87,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2016,73569.81,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2017,81686.35,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2012,74072.5,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2013,65098.27,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2014,68787.21,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2015,80088.17,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2016,90134.47,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2017,101968.02,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2012,91887.29,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2013,70069.72,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2014,61919.94,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2015,62155.69,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2016,62548.31,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2017,73847.33,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2012,105326.31,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2013,82971.15,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2014,74525.69,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2015,73978.17,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2016,74296.97,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2017,92594.94,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2012,126275.75,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2013,134964.27,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2014,131229.95,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2015,122150.24,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2016,117214.74,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2017,98914.55,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2012,145293.04,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2013,152874.5,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2014,149443.82,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2015,138830.7,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2016,132912.6,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2017,119074,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2012,149970.5,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2013,144021.6,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2014,132886.13,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2015,119218.02,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2016,113824.49,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2017,99092.81,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2012,174890.64,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2013,160801.81,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2014,148459.13,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2015,133029.38,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2016,127320.08,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2017,115949.54,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2012,611801.77,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2013,617441.13,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2014,614527.33,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2015,644642.54,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2016,674447.75,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2017,689528.32,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2012,665714.27,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2013,676762.15,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2014,683177.09,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2015,720795.79,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2016,754019.05,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2017,791860.39,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2012,1037900.9,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2013,1017722.83,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2014,995085.45,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2015,1012504.36,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2016,1041605.1,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2017,1043069.36,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2012,1165296.76,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2013,1138507.88,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2014,1124392.94,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2015,1146722.21,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2016,1178683.17,,
A,Annuale,ITD3,Veneto,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2017,1221446.89,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2012,9475.67,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2013,8174.59,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2014,8137.67,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2015,9675.24,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2016,13569.88,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2017,11891.06,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2012,12544.49,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2013,10933.53,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2014,10680.86,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2015,12160.08,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2016,16400.02,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2017,15829.67,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2012,19538.89,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2013,13459.18,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2014,11215.72,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2015,10965.23,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2016,10723.36,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2017,11492.43,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2012,22690.21,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2013,16410.03,,
A,Annuale,ITD4,Friuli-Venezia Giulia,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2014,13600.15,,
